PV System,Address,City,Zip,Latitude,Longitude
PV SOLAR ( 7320 WATTS ),1325  AUBURN DR,COLORADO SPRINGS,80909,38.85250436,-104.76215299
PV SOLAR ( 3720 WATTS ),2403  BANDELIER DR,COLORADO SPRINGS,80910,38.82389062,-104.78522929
PV SOLAR ( 7130 WATTS ),3610  TRAILHILL PL,COLORADO SPRINGS,80906,38.78049123,-104.81280333
PV SOLAR ( 4960 WATTS ),4886  DAREDEVIL DR,COLORADO SPRINGS,80911,38.77938268,-104.73575623
PV SOLAR ( 6820 WATTS ),9144  ARGENTINE PASS TRL,COLORADO SPRINGS,80924,38.96401755,-104.73171661
PV SOLAR ( 4650 WATTS ),2271  MANKATO CT,COLORADO SPRINGS,80918,38.90224341,-104.78558762
PV SOLAR ( 3000 WATTS ),2115  FARNSWORTH DR,COLORADO SPRINGS,80916,38.801575799999995,-104.73900974
PV SOLAR ( 4340 WATTS ),1603  COLUMBINE PL,COLORADO SPRINGS,80907,38.886536299999996,-104.79675193
PV SOLAR ( 4650 WATTS ),6103  DESOTO DR,COLORADO SPRINGS,80922,38.90587608,-104.70690812
PV SOLAR ( 3720 WATTS ),6020  TUCKERMAN LN,COLORADO SPRINGS,80918,38.91855576,-104.78425671
PV SOLAR ( 6200 WATTS ),1940  CADILLAC AVE,COLORADO SPRINGS,80909,38.86138708,-104.7718926
PV SOLAR ( 7750 WATTS ),8923  SUNSTONE DR,COLORADO SPRINGS,80920,38.96053331,-104.72468655
PV SOLAR ( 3410 WATTS ),5882  INSTONE CIR,COLORADO SPRINGS,80922,38.89986234,-104.70658856
PV SOLAR ( 5580 WATTS ),4707  BRANT RD,COLORADO SPRINGS,80911,38.76311859,-104.73087288
PV SOLAR ( 9610 WATTS ),215  TAMARRON DR,COLORADO SPRINGS,80919,38.92183292,-104.83207352
PV SOLAR ( 3100 WATTS ),330  SUTHERLAND PL,MANITOU SPRINGS,80829,38.8469338,-104.89522173
PV SOLAR ( 5400 WATTS ),8515  SMOKY FALLS CT,COLORADO SPRINGS,80920,38.955375599999996,-104.77933368
PV SOLAR ( 7500 WATTS ),910  FLYING EAGLE PL,COLORADO SPRINGS,80919,38.92681319,-104.8444946
PV SOLAR ( 4650 WATTS ),4122  BENT DR,COLORADO SPRINGS,80909,38.84361462,-104.75144199
PV SOLAR ( 4650 WATTS ),5235  SADDLE DR,COLORADO SPRINGS,80918,38.90693337,-104.78584784
PV SOLAR ( 4650 WATTS ),1109  TULIP PL,COLORADO SPRINGS,80907,38.89236588,-104.84534496
PV SOLAR ( 4340 WATTS ),2435  DORSET DR,COLORADO SPRINGS,80910,38.81137799,-104.78280364
PV SOLAR ( 7130 WATTS ),13849  RIVERCREST CIR,COLORADO SPRINGS,80921,39.03376461,-104.82569616
PV SOLAR ( 4200 WATTS ),9085  BRAINARD DR,COLORADO SPRINGS,80920,38.96337092,-104.74382689
PV SOLAR ( 3100 WATTS ),2161  FALKIRK DR,COLORADO SPRINGS,80910,38.81023914,-104.7861833
PV SOLAR ( 5890 WATTS ),3873  WINTER SUN DR,COLORADO SPRINGS,80925,38.77598895,-104.65473006
PV SOLAR ( 4030 WATTS ),12642  BROAD OAKS DR,COLORADO SPRINGS,80921,39.01519103,-104.80161838
PV SOLAR ( 10540 WATTS ),3151  VIERO DR,COLORADO SPRINGS,80916,38.78453772,-104.72650008
PV SOLAR ( 3410 WATTS ),5882  INSTONE CIR,COLORADO SPRINGS,80922,38.89986234,-104.70658856
PV SOLAR ( 3720 WATTS ),3368  WAVERLY LN,COLORADO SPRINGS,80922,38.88016281,-104.69382083
PV SOLAR ( 3600 WATTS ),2143  CAPITAL DR,COLORADO SPRINGS,80951,38.86428104,-104.67800938
PV SOLAR ( 3720 WATTS ),6145  EMMA LN,COLORADO SPRINGS,80922,38.90647084,-104.70534113
PV SOLAR ( 4030 WATTS ),6890  MEADOWWOOD PL,COLORADO SPRINGS,80918,38.93219626,-104.76896673
PV SOLAR ( 8060 WATTS ),2548  GARDEN WAY,COLORADO SPRINGS,80918,38.90285123,-104.78025505
PV SOLAR ( 3600 WATTS ),748  WESTWARD LN,PALMER LAKE,80133,39.106455600000004,-104.88159935
PV SOLAR ( 3100 WATTS ),5780  REVELSTOKE DR,COLORADO SPRINGS,80924,38.966514600000004,-104.72355804
PV SOLAR ( 3720 WATTS ),3774  TAHOE FOREST LN,COLORADO SPRINGS,80925,38.77696683,-104.65627627
PV SOLAR ( 6200 WATTS ),5249  BARNSTORMERS AVE,COLORADO SPRINGS,80911,38.77908803,-104.73069243
PV SOLAR ( 6820 WATTS ),1413  NEWCASTLE ST,COLORADO SPRINGS,80907,38.88271546,-104.79896575
PV SOLAR ( 3720 WATTS ),3722  MEADOWLAND BLVD,COLORADO SPRINGS,80918,38.89707464,-104.76295743
PV SOLAR ( 11780 WATTS ),6178  ADAMANTS DR,COLORADO SPRINGS,80924,38.96792378,-104.71713375
PV SOLAR ( 4680 WATTS ),1306  CHESHAM CIR,COLORADO SPRINGS,80907,38.8907086,-104.85084662
PV SOLAR ( 10850 WATTS ),9043  ESTEBURY CIR,COLORADO SPRINGS,80920,38.95771613,-104.74430491
PV SOLAR ( 3100 WATTS ),9559  DESERT LILY CIR,COLORADO SPRINGS,80925,38.77815274,-104.65199969
PV SOLAR ( 9300 WATTS ),5614  WHISKEY RIVER DR,COLORADO SPRINGS,80922,38.91341019,-104.69602634
PV SOLAR ( 4030 WATTS ),7970  TELEGRAPH DR,COLORADO SPRINGS,80920,38.95042142,-104.73569249
PV SOLAR ( 5890 WATTS ),1615  SAUSALITO DR,COLORADO SPRINGS,80907,38.8794849,-104.79748847
PV SOLAR ( 6510 WATTS ),2675  STONERIDGE DR,COLORADO SPRINGS,80919,38.90710841,-104.87358055
PV SOLAR ( 3100 WATTS ),7246  ASPEN GLEN LN,COLORADO SPRINGS,80919,38.93639211,-104.87396285
PV SOLAR ( 5580 WATTS ),3944  SHINING STAR DR,COLORADO SPRINGS,80925,38.77422756,-104.65136061
PV SOLAR ( 8235 WATTS ),7731  BULLET RD,FALCON,80831,38.94755616,-104.60609893
PV SOLAR ( 651 WATTS ),9583  COPPER CANYON LN,COLORADO SPRINGS,80908,38.77688568,-104.65151715
PV SOLAR ( 3410 WATTS ),6206  WILD TURKEY DR,COLORADO SPRINGS,80925,38.74275142,-104.64272237
PV SOLAR ( 3050 WATTS ),13365  PARK MEADOWS DR,PEYTON,80831,38.97949298,-104.58318068
PV SOLAR ( 4650 WATTS ),6516  GEMSTONE WAY,COLORADO SPRINGS,80919,38.92456396,-104.75806422
PV SOLAR ( 5890 WATTS ),6568  COTTONWOOD TREE DR,COLORADO SPRINGS,80927,38.92781674,-104.6704959
PV SOLAR ( 5525 WATTS ),7259  MINERAL WELLS DR,COLORADO SPRINGS,80918,38.93605202,-104.72934749
PV SOLAR REMOVE AND REPLACE,871  DAFFODIL ST,FOUNTAIN,80817,38.66901296,-104.67905478
PV SOLAR ( 6500 WATTS ),2720  DELIVERANCE DR,COLORADO SPRINGS,80918,38.92926089,-104.77661071
PV SOLAR ( 6500 WATTS ),515  CORTE HERMOSA ,FOUNTAIN,80817,38.70815537,-104.69811728
PV SOLAR ( 5850 WATTS ),4055  CANTRELL DR,COLORADO SPRINGS,80911,38.7727098,-104.73617081
PV SOLAR ( 10560 WATTS ),10585  SLUMBER RIDGE WAY,COLORADO SPRINGS,80908,38.98398007,-104.76923326
PV SOLAR ( 7800 WATTS ),5108  MONARCH CREST WAY,COLORADO SPRINGS,80924,38.96925932,-104.73176707
PV SOLAR REMOVE AND REPLACE,3910  ROSEMERE ST,COLORADO SPRINGS,80906,38.77497059,-104.80176991
PV SOLAR ( 10880 WATTS ),35  MONK ST,COLORADO SPRINGS,80911,38.74221987,-104.72614899
PV SOLAR ( 6500 WATTS ),2254  DIAMOND CREEK DR,COLORADO SPRINGS,80921,39.03190655,-104.78366431
PV SOLAR ( 3250 WATTS ),166  CELESTINE ST,COLORADO SPRINGS,80905,38.83015886,-104.85616944
PV SOLAR ( 8775 WATTS ),9609  WATERBURY DR,PEYTON,80831,38.97230719,-104.61606435
PV SOLAR ( 10075 WATTS ),6825  CLIFF PALACE CT,COLORADO SPRINGS,80911,38.73144574,-104.70075975
PV SOLAR ( 3575 WATTS ),975  GLENROCK DR,COLORADO SPRINGS,80926,38.68563978,-104.84612437
PV SOLAR ( 6080 WATTS ),8017  HORIZON DR,COLORADO SPRINGS,80920,38.94386719,-104.77767702
PV SOLAR ( 8125 WATTS ),105  DOLOMITE DR,COLORADO SPRINGS,80919,38.92236459,-104.82488094
PV SOLAR ( 5200 WATTS ),1090  TARI DR,COLORADO SPRINGS,80921,39.05273223,-104.80736988
PV SOLAR ( 7040 WATTS ),3375  CEDAR HEIGHTS DR,COLORADO SPRINGS,80904,38.88057253,-104.90866369
PV SOLAR ( 9280 WATTS ),3132  KETTLE RIDGE DR,COLORADO SPRINGS,80908,38.98398946,-104.7700844
PV SOLAR ( 5760 WATTS ),10708  TRADERS PKWY,FOUNTAIN,80817,38.67690575,-104.69162082
PV SOLAR ( 10880 WATTS ),9418  ELMHURST DR,FOUNTAIN,80817,38.69424911,-104.69033177
PV SOLAR ( 10240 WATTS ),4259  ARYSHIRE LN,COLORADO SPRINGS,80922,38.89525801,-104.70285067
PV SOLAR ( 8640 WATTS ),3692  WILD DAISY DR,COLORADO SPRINGS,80925,38.77823389,-104.65374437
PV SOLAR ( 7360 WATTS ),10405  MT COLUMBIA DR,PEYTON,80831,38.98157257,-104.58750758
PV SOLAR ( 9600 WATTS ),12321  GRAND TETON DR,PEYTON,80831,38.98413333,-104.60159031
PV SOLAR ( 9920 WATTS ),5735  LINGER WAY,COLORADO SPRINGS,80919,38.9164909,-104.87638817
PV SOLAR ( 8640 WATTS ),8510  WRANGLERS WAY,COLORADO SPRINGS,80908,39.06034397,-104.66820878
PV SOLAR FLUSH ROOF MOUNT ( 6720 WATTS ),5425  LIONS GATE LN,COLORADO SPRINGS,80919,38.91021218,-104.87200327
PV SOLAR FLUSH ROOF MOUNT ( 6080 WATTS ),6378  TURRET DR,COLORADO SPRINGS,80918,38.92400611,-104.80076506
PV SOLAR ( 7680 WATTS ),1910  OLYMPIC DR,COLORADO SPRINGS,80910,38.80425599,-104.77216188
PV SOLAR FLUSH ROOF MOUNT ( 5440 WATTS ),649  GOLDEN EAGLE DR,COLORADO SPRINGS,80916,38.82136505,-104.73929445
PV SOLAR ( 9600 WATTS ),7650  BARRAPORT DR,COLORADO SPRINGS,80908,38.94658887,-104.67544754
PV SOLAR ( 6600 WATTS ),1071  HUMMINGBIRD CT,COLORADO SPRINGS,80921,39.01703859,-104.80709963
PV SOLAR ( 6820 WATTS ),6480  MONTARBOR DR,COLORADO SPRINGS,80918,38.92484448,-104.76587432
PV SOLAR REMOVE AND REPLACE,8640  BERRIDGE RD,CALHAN,80808,38.95706922,-104.12847197
PV SOLAR ( 4650 WATTS ),6405  PROSPERO RD,PEYTON,80831,38.92390935,-104.50187204
PV SOLAR ( 6510 WATTS ),25  SWOPE AVE,COLORADO SPRINGS,80909,38.83377631,-104.79141852
PV SOLAR ( 9600 WATTS ),15844  KANSAS PACIFIC CT,MONUMENT,80132,39.06321017,-104.82639389
PV SOLAR ( 6820 WATTS ),12529  MOTLEY RD,PEYTON,80831,38.96064223,-104.58857229
PV SOLAR ( 10540 WATTS ),19060  BEACON LITE RD,MONUMENT,80132,39.10887797,-104.86814790000001
PV SOLAR GROUND MOUNT ( 5610 WATTS ),11115  MILAM RD,COLORADO SPRINGS,80908,38.99341354,-104.73392192
PV SOLAR ( 6195 WATTS ),15863  AGATE CREEK DR,MONUMENT,80132,39.06601129999999,-104.83062657
PV SOLAR ( 6510 WATTS ),5402  CHASM PL,COLORADO SPRINGS,80922,38.91029505,-104.69617029999999
PV SOLAR ( 11780 WATTS ),17780  SHAHARA RD,MONUMENT,80132,39.0894499,-104.79301431
PV SOLAR ( 11470 WATTS ),19984  SAMPSON RD,PEYTON,80831,39.00617112,-104.45761659
PV SOLAR ( 11470 WATTS ),11985  ANTLERS RIDGE DR,PEYTON,80831,38.99935197,-104.60380246
PV SOLAR ( 11470 WATTS ),11823  SHADOW CREEK CT,FALCON,80831,38.96220733,-104.6063564
PV SOLAR ( 6270 WATTS ),5615  ESCAPARDO WAY,COLORADO SPRINGS,80917,38.87854823,-104.72866601
PV SOLAR ( 7750 WATTS ),6578  SUMMER GRACE ST,COLORADO SPRINGS,80922,38.91820999,-104.70167777
PV SOLAR ( 6820 WATTS ),4905  BALSAM ST,COLORADO SPRINGS,80923,38.92354195,-104.73547208
PV SOLAR ( 4960 WATTS ),297  GREEN ROCK PL,MONUMENT,80132,39.06623254,-104.83010147
PV SOLAR ( 8580 WATTS ),6010  APPLEWOOD RIDGE CIR,COLORADO SPRINGS,80918,38.9180886,-104.79462971
PV SOLAR ( 75640 WATTS ),106  GLEN DALE DR,WOODLAND PARK,80863,38.96870155,-105.03432519
PV SOLAR ( 3720 WATTS ),2940  RHAPSODY DR,COLORADO SPRINGS,80920,38.94536724,-104.77111696
PV SOLAR ( 10560 WATTS ),2614  ANDROMEDA DR,COLORADO SPRINGS,80906,38.81688971,-104.86682111
PV SOLAR ( 7260 WATTS ),1905  VALLEY VIEW DR,WOODLAND PARK,80863,39.01184487,-105.05779273
PV SOLAR ( 10850 WATTS ),15615  FOX CREEK LN,COLORADO SPRINGS,80908,39.05741417,-104.69330318
PV SOLAR ( 8060 WATTS ),15904  POLE PINE PT,COLORADO SPRINGS,80908,39.06158563,-104.61770815
PV SOLAR ( 11470 WATTS ),12071  SMOKE BLUFFS RD,PEYTON,80831,39.00100154,-104.60013714
PV SOLAR ( 5580 WATTS ),9780  SURREY RUN DR,COLORADO SPRINGS,80924,38.96996623,-104.72657745
PV SOLAR ( 9920 WATTS ),11494 N CALHAN HWY,CALHAN,80808,38.99751362,-104.29500104
PV SOLAR ( 7130 WATTS ),715  LANCERS CT,MONUMENT,80132,39.10550465,-104.80756605
PV SOLAR ( 6570 WATTS ),4934  PEARL KITE VW,COLORADO SPRINGS,80916,38.78665227,-104.73716433
PV SOLAR ( 8370 WATTS ),3813  ADIRONDACK DR,COLORADO SPRINGS,80918,38.92108635,-104.75591474
PV SOLAR ( 5890 WATTS ),5420  HUXLEY CT,COLORADO SPRINGS,80911,38.75795918,-104.72832240000001
PV SOLAR ( 5890 WATTS ),1193  GOLD HILL MESA DR,COLORADO SPRINGS,80905,38.83113663,-104.85187727
PV SOLAR ( 3410 WATTS ),3307 W PLATTE AVE,COLORADO SPRINGS,80904,38.85922697,-104.87450558
PV SOLAR ( 3100 WATTS ),9356  PONY GULCH WAY,COLORADO SPRINGS,80925,38.76474141,-104.65366288
PV SOLAR ( 12090 WATTS ),14665  STERLING RD,COLORADO SPRINGS,80921,39.04269648,-104.80887244
PV SOLAR ( 12710 WATTS ),17810  MINGLEWOOD TRL,MONUMENT,80132,39.08932268,-104.82693716
PV SOLAR (GARAGE) ( 9000 WATTS ),34050  JUDGE ORR RD,CALHAN,80808,38.95241661,-104.19514987
PV SOLAR ( 9000 WATTS ),34050  JUDGE ORR RD,CALHAN,80808,38.95241661,-104.19514987
PV SOLAR ( 7200 WATTS ),17905  MARTINGALE RD,MONUMENT,80132,39.09125244,-104.82284607
PV SOLAR ( 1080 WATTS ),9505  LOCHWINNOCH LN,COLORADO SPRINGS,80908,38.96433541,-104.68633270000001
PV SOLAR ( 9800 WATTS ),7365  LIBERTY BELL DR,COLORADO SPRINGS,80920,38.93726417,-104.76496704
PV SOLAR ( 5200 WATTS ),4159  CAPTAIN JACK LN,COLORADO SPRINGS,80924,38.98284564,-104.75247648
PV SOLAR ( 4960 WATTS ),13961  PENFOLD DR,COLORADO SPRINGS,80921,39.01928395,-104.78152716
PV SOLAR ARRAY(EAST METER SQUIREL CREEK),10248  IRRADIANCE DR,FOUNTAIN,80817,38.62786033,-104.63623101
PV SOLAR ARRAY(EAST METER SQUIREL CREEK),10248  IRRADIANCE DR,FOUNTAIN,80817,38.62786033,-104.63623101
PV SOLAR ( 6000 WATTS ),2155  RUSTY HINGE DR,COLORADO SPRINGS,80920,38.94562314,-104.7865595
PV SOLAR ( 7500 WATTS ),1112 E PLATTE AVE,COLORADO SPRINGS,80903,38.83787125,-104.80438119
PV SOLAR ( 9300 WATTS ),6605  BROOK PARK DR,COLORADO SPRINGS,80918,38.92757653,-104.78925694
PV SOLAR REMOVE AND REPLACE,10833  DARNEAL DR,FOUNTAIN,80817,38.67404239,-104.67536268
PV SOLAR ( 4800 WATTS ),965  WITHINGTON DR,COLORADO SPRINGS,80911,38.75046833,-104.72506017
PV SOLAR REMOVE AND REPLACE,321  SUTHERLAND PL,MANITOU SPRINGS,80829,38.84741417,-104.89438583
PV SOLAR ( 3600 WATTS ),1318 N 31ST ST,COLORADO SPRINGS,80904,38.87006625,-104.8692965
PV SOLAR ( 6000 WATTS ),3320  SAND FLOWER DR,COLORADO SPRINGS,80920,38.968271200000004,-104.76238246
PV SOLAR ( 6300 WATTS ),8450  HARDWOOD CIR,COLORADO SPRINGS,80908,38.94491017,-104.68984219
PV SOLAR REMOVE AND REPLACE,1045  MARSH HAWK DR,COLORADO SPRINGS,80911,38.7530988,-104.72507424
PV SOLAR ( 5100 WATTS ),6015  ASHTON PARK PL,COLORADO SPRINGS,80919,38.91949715,-104.87272868
PV SOLAR REMOVE AND REPLACE,4 W CLOVER CIR,COLORADO SPRINGS,80906,38.77505671,-104.79816468
PV SOLAR ( 4200 WATTS ),2274  REED GRASS WAY,COLORADO SPRINGS,80915,38.86314146,-104.69019190000002
PV SOLAR ( 3900 WATTS ),2584  HANNAH RIDGE DR,COLORADO SPRINGS,80922,38.87028187,-104.68991067
PV SOLAR ( 5400 WATTS ),4676  TIMBER WOLF TRL,COLORADO SPRINGS,80920,38.96441619,-104.74174684
PV SOLAR ( 12000 WATTS ),6350  SILVERADO TRL,COLORADO SPRINGS,80922,38.90663963,-104.71032222
PV SOLAR ( 4200 WATTS ),705 S HANCOCK AVE,COLORADO SPRINGS,80903,38.82347474,-104.80397669
PV SOLAR ( 3900 WATTS ),4070  SCOTCH PINE DR,COLORADO SPRINGS,80920,38.94608733,-104.74923238
PV SOLAR ( 5700 WATTS ),4927  GIBBON ST,COLORADO SPRINGS,80911,38.75816345,-104.73319252
PV SOLAR ( 5400 WATTS ),4948  SODBUSTER TRL,COLORADO SPRINGS,80917,38.88947377,-104.73553228
PV SOLAR ( 7500 WATTS ),6229  TENDERFOOT DR,COLORADO SPRINGS,80922,38.92015403,-104.68841406
PV SOLAR REMOVE AND REPLACE,4055  CANDEA CT,COLORADO SPRINGS,80916,38.79928863,-104.75281593
PV SOLAR ( 2700 WATTS ),301  WALBRACH WAY,FOUNTAIN,80817,38.71009068,-104.70319368
PV SOLAR REMOVE AND REPLACE,849 N CANDLESTAR LOOP,FOUNTAIN,80817,38.66777316,-104.67916847
PV SOLAR REMOVE AND REPLACE,460  PLESS CT,COLORADO SPRINGS,80911,38.74894202,-104.72264176
PV SOLAR REMOVE AND REPLACE,7315  SILVERDALE ST,COLORADO SPRINGS,80911,38.72536264,-104.69100247
PV SOLAR ( 4800 WATTS ),10627  PICTURED ROCKS DR,FALCON,80831,38.98563857,-104.60612575
PV SOLAR REMOVE AND REPLACE,1746  VAN DIEST RD,COLORADO SPRINGS,80915,38.85873249,-104.73037789
PV SOLAR REMOVE AND REPLACE,7805  LANTERN LN,FOUNTAIN,80817,38.68943222,-104.68249542
PV SOLAR ( 3900 WATTS ),3608  MARION DR,COLORADO SPRINGS,80909,38.85008048,-104.76266454
PV SOLAR ( 3000 WATTS ),4828  RIDENOUR DR,COLORADO SPRINGS,80916,38.81656827,-104.73821597
PV SOLAR ( 5040 WATTS ),816  SAN BRUNO PL,COLORADO SPRINGS,80906,38.77841445,-104.81376338
PV SOLAR REMOVE AND REPLACE,5345  HEATHERRIDGE CT,COLORADO SPRINGS,80915,38.85947571,-104.72823742
PV SOLAR REMOVE AND REPLACE,855  DAFFODIL ST,FOUNTAIN,80817,38.6686922,-104.67986415
PV SOLAR REMOVE AND REPLACE,4890  HUNTERS RUN,COLORADO SPRINGS,80911,38.7641079,-104.73468728
PV SOLAR REMOVE AND REPLACE,860  RED MESA DR,COLORADO SPRINGS,80906,38.78736168,-104.81195064
PV SOLAR REMOVE AND REPLACE,4525  STAR RANCH RD,COLORADO SPRINGS,80906,38.76602328,-104.83190702
PV SOLAR REMOVE AND REPLACE,2079  WOODSONG WAY,FOUNTAIN,80817,38.70581123,-104.69600999
PV SOLAR REMOVE AND REPLACE,1016  DRURY LN,COLORADO SPRINGS,80911,38.73425077,-104.71171886
PV SOLAR ( 3300 WATTS ),2449  LEXUS DR,COLORADO SPRINGS,80910,38.79648629,-104.76198284
PV SOLAR ( 7200 WATTS ),1945  SILKWOOD DR,COLORADO SPRINGS,80920,38.94732827,-104.7883462
PV SOLAR ( 9300 WATTS ),2302  ROYAL PALM DR,COLORADO SPRINGS,80918,38.89372466,-104.78829909
PV SOLAR ( 6600 WATTS ),10644  ROSS LAKE DR,FALCON,80831,38.98486743,-104.6005728
PV SOLAR REMOVE AND REPLACE,7340  HANDCRAFT CT,COLORADO SPRINGS,80911,38.72397812,-104.69168817
PV SOLAR ( 4800 WATTS ),9085  PACIFIC CREST DR,COLORADO SPRINGS,80927,38.93573803,-104.65796324
PV SOLAR ( 6300 WATTS ),2009  CARLTON AVE,COLORADO SPRINGS,80909,38.86220302,-104.76669052
PV SOLAR ( 7500 WATTS ),4817  DAREDEVIL DR,COLORADO SPRINGS,80911,38.77920682,-104.73737289
PV SOLAR ( 7800 WATTS ),1309  SUNSET RD,COLORADO SPRINGS,80909,38.85080489,-104.78846899999999
PV SOLAR ( 12000 WATTS ),2050  SPIREROCK PATH,COLORADO SPRINGS,80919,38.94286784,-104.86497103
PV SOLAR ( 7800 WATTS ),2428 N MEADE AVE,COLORADO SPRINGS,80909,38.86720907,-104.79568647
PV SOLAR ( 5100 WATTS ),1026  QUIVIRA DR,COLORADO SPRINGS,80909,38.81691116,-104.77681616
PV SOLAR ( 7200 WATTS ),656  BRIDGER DR,COLORADO SPRINGS,80909,38.84324626,-104.75254719
PV SOLAR ( 3770 WATTS ),2759 N ARCADIA ST,COLORADO SPRINGS,80907,38.87042357,-104.80957062
PV SOLAR ( 7560 WATTS ),1140  CAILIN WAY,FOUNTAIN,80817,38.707364500000004,-104.68854722
PV SOLAR ( 8100 WATTS ),8255  MONTEREY WAY,FOUNTAIN,80817,38.71214149,-104.70114050000001
PV SOLAR ( 4800 WATTS ),401  ARMS LN,FOUNTAIN,80817,38.67719673,-104.70719121
PV SOLAR ( 6300 WATTS ),5279  MOUNT CUTLER CT,COLORADO SPRINGS,80924,38.97408248,-104.73016118
PV SOLAR ( 12000 WATTS ),8569  VALLEY RANCH PT,FOUNTAIN,80817,38.70603436,-104.68043532
PV SOLAR ( 4200 WATTS ),4911  JOSEPH DR,COLORADO SPRINGS,80916,38.7946146,-104.73629799
PV SOLAR ( 4800 WATTS ),6022  JORIE RD,COLORADO SPRINGS,80927,38.91778559,-104.68217198
PV SOLAR ( 4800 WATTS ),6850  HOLT DR,COLORADO SPRINGS,80922,38.89982544,-104.70247962
PV SOLAR ( 6000 WATTS ),1402  VERDE DR,COLORADO SPRINGS,80910,38.81203933,-104.77089227
PV SOLAR ( 3900 WATTS ),3410  BRIARKNOLL DR,COLORADO SPRINGS,80916,38.78313561,-104.7428684
PV SOLAR ( 2400 WATTS ),3614 E PIKES PEAK AVE,COLORADO SPRINGS,80909,38.83288908,-104.76530173
PV SOLAR ( 5100 WATTS ),8124  LODI LN,FOUNTAIN,80817,38.71264622,-104.70267379
PV SOLAR ( 4200 WATTS ),821  MARSHALL DR,FOUNTAIN,80817,38.6698935,-104.68145779
PV SOLAR ( 3600 WATTS ),9807  KEATING DR,PEYTON,80831,38.97415135,-104.63233943
PV SOLAR ( 10500 WATTS ),15560  TEAK PL,ELBERT,80106,39.05833376,-104.59142202
PV SOLAR REMOVE AND REPLACE,2546  CATHER CIR,COLORADO SPRINGS,80916,38.79591704,-104.75246303
PV SOLAR REMOVE AND REPLACE,5477  LIONS GATE LN,COLORADO SPRINGS,80919,38.91149001,-104.87335257
PV SOLAR ( 9900 WATTS ),6345  FALL HAVEN CT,COLORADO SPRINGS,80919,38.92312449,-104.84561557
PV SOLAR ( 4800 WATTS ),6124  TALLY HO LN,COLORADO SPRINGS,80922,38.91857515,-104.71442057
PV SOLAR REMOVE AND REPLACE,708  FOXWOOD DR,COLORADO SPRINGS,80911,38.75517461,-104.72189837
PV SOLAR ( 7200 WATTS ),2827  COUNTRY CLUB CIR,COLORADO SPRINGS,80909,38.87113403,-104.78669839
PV SOLAR ( 8100 WATTS ),6310  FARTHING DR,COLORADO SPRINGS,80906,38.75549984,-104.81666834
PV SOLAR ( 7800 WATTS ),8158  WATCHMEN RD,FOUNTAIN,80817,38.69025326,-104.67696601
PV SOLAR ( 4500 WATTS ),2262  PTARMIGAN LN,COLORADO SPRINGS,80918,38.92355459,-104.7898245
PV SOLAR ( 6300 WATTS ),905  ARRAWANNA ST,COLORADO SPRINGS,80909,38.84591756,-104.77146746
PV SOLAR ( 10500 WATTS ),1016  DRURY LN,COLORADO SPRINGS,80911,38.73425077,-104.71171886
PV SOLAR REMOVE AND REPLACE,4540  LINCOLN PLAZA DR,COLORADO SPRINGS,80911,38.76746223,-104.74373263
PV SOLAR ( 3600 WATTS ),9318  STREAMSIDE TRL,FOUNTAIN,80817,38.69604246,-104.68338443
PV SOLAR ( 6000 WATTS ),943  PRICKLY PEAR PL,COLORADO SPRINGS,80921,39.03252255,-104.81185726
PV SOLAR ( 2400 WATTS ),3760  SCOTT LN,COLORADO SPRINGS,80907,38.88502041,-104.80485871
PV SOLAR ( 6300 WATTS ),4104  BENT DR,COLORADO SPRINGS,80909,38.84417489,-104.75198086
PV SOLAR ( 4200 WATTS ),1380  SHADBERRY CT,COLORADO SPRINGS,80915,38.85207659,-104.73594878
PV SOLAR ( 11700 WATTS ),3002 N MOONBEAM CIR,COLORADO SPRINGS,80916,38.78798616,-104.75040367
PV SOLAR REMOVE AND REPLACE,63 N ELY ST,COLORADO SPRINGS,80911,38.74321644,-104.72088092
PV SOLAR ( 5400 WATTS ),1851  WOODPARK DR,COLORADO SPRINGS,80915,38.86155214,-104.66873324
PV SOLAR ( 6300 WATTS ),5440  ROUNDUP DR,COLORADO SPRINGS,80918,38.91622366,-104.74018053
PV SOLAR ( 6600 WATTS ),6659  MANDAN DR,COLORADO SPRINGS,80925,38.73452331,-104.64710029
PV SOLAR ( 6300 WATTS ),5115  TOPAZ DR,COLORADO SPRINGS,80918,38.90562527,-104.75085993
PV SOLAR ( 4200 WATTS ) SHOP,5115  TOPAZ DR,COLORADO SPRINGS,80918,38.90562527,-104.75085993
PV SOLAR ( 6600 WATTS ),8415  LAURALWOOD LN,COLORADO SPRINGS,80919,38.95311052,-104.87701493
PV SOLAR ( 5400 WATTS ),4315  SCOTCH PINE DR,COLORADO SPRINGS,80920,38.94682528,-104.74957015
PV SOLAR ( 5100 WATTS ),5255  COSMIC LIGHT DR,COLORADO SPRINGS,80917,38.90904003,-104.73430534
PV SOLAR ( 6000 WATTS ),1618  GOLD HILL MESA DR,COLORADO SPRINGS,80905,38.83194159,-104.85751727
PV SOLAR ( 2400 WATTS ),1405 N FOOTE AVE,COLORADO SPRINGS,80909,38.85270183,-104.79934998
PV SOLAR ( 5100 WATTS ),1735  KIMBERLY PL,COLORADO SPRINGS,80915,38.857503799999996,-104.72859077
PV SOLAR ( 4800 WATTS ),6826  MESCALERO DR,COLORADO SPRINGS,80915,38.85127343,-104.70084143
